sequence,batch_code,batch_no,sheet_code,sheet_no,sheet_position,sheet_slot,character_id,filename_png,name,epithet,role,role_display,anime_type,anime_type_display,visible_genre_1,visible_genre_1_display,visible_genre_2,visible_genre_2_display,hidden_genre,hidden_genre_display,overt_hook,hidden_background_hint,coverage_edges_this_member,concept_brief
301,B04,4,S31,31,R1C1,1,g30_pet_shonen_041,g30_pet_shonen_041.png,Lumenspark,The Beast Underworld Myth Familiar,pet,Pet,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,mythology,Mythology,A heroic pet design that overtly sells Monster Taming x Crime.,"divine statues, laurel, sacred fire, heroic reliefs",crime+monster_taming | crime+mythology | monster_taming+mythology,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Fearless non-human companion design blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: divine statues, laurel, sacred fire, heroic reliefs. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
302,B04,4,S31,31,R1C2,2,g30_pet_shonen_042,g30_pet_shonen_042.png,Mirispark,The Titan Abyss Myth Familiar,pet,Pet,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,mythology,Mythology,A hot-blooded pet design that overtly sells Kaiju x Cosmic Horror.,"divine statues, laurel, sacred fire, heroic reliefs",cosmic_horror+kaiju | cosmic_horror+mythology | kaiju+mythology,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Scrappy familiar design blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: divine statues, laurel, sacred fire, heroic reliefs. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
303,B04,4,S31,31,R1C3,3,g30_pet_shonen_043,g30_pet_shonen_043.png,Misospark,The Beast Underworld North Familiar,pet,Pet,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,nordic,Nordic,A resolute pet design that overtly sells Monster Taming x Crime.,"snow, carved wood, longship details, aurora, fur banners",crime+monster_taming | crime+nordic | monster_taming+nordic,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Heroic mascot creature design blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: snow, carved wood, longship details, aurora, fur banners. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
304,B04,4,S31,31,R1C4,4,g30_pet_shonen_044,g30_pet_shonen_044.png,Mokuspark,The Titan Abyss North Familiar,pet,Pet,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,nordic,Nordic,A kinetic pet design that overtly sells Kaiju x Cosmic Horror.,"snow, carved wood, longship details, aurora, fur banners",cosmic_horror+kaiju | cosmic_horror+nordic | kaiju+nordic,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Hot-blooded tiny guardian design blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: snow, carved wood, longship details, aurora, fur banners. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
305,B04,4,S31,31,R1C5,5,g30_pet_shonen_045,g30_pet_shonen_045.png,Nibspark,The Beast Underworld Blade Familiar,pet,Pet,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,samurai,Samurai,A battle-ready pet design that overtly sells Monster Taming x Crime.,"paper screens, mon crests, lacquer, falling maple leaves",crime+monster_taming | crime+samurai | monster_taming+samurai,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Resolute mini beast design blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: paper screens, mon crests, lacquer, falling maple leaves. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
306,B04,4,S31,31,R2C1,6,g30_pet_shonen_046,g30_pet_shonen_046.png,Norispark,The Titan Abyss Blade Familiar,pet,Pet,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,samurai,Samurai,A driven pet design that overtly sells Kaiju x Cosmic Horror.,"paper screens, mon crests, lacquer, falling maple leaves",cosmic_horror+kaiju | cosmic_horror+samurai | kaiju+samurai,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Kinetic non-human companion design blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: paper screens, mon crests, lacquer, falling maple leaves. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
307,B04,4,S31,31,R2C2,7,g30_pet_shonen_047,g30_pet_shonen_047.png,Orbitspark,The Beast Underworld Shadow Familiar,pet,Pet,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,shinobi,Shinobi,A fearless pet design that overtly sells Monster Taming x Crime.,"moonlit rooftops, smoke bombs, hidden blades, bamboo",crime+monster_taming | crime+shinobi | monster_taming+shinobi,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Battle-ready familiar design blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: moonlit rooftops, smoke bombs, hidden blades, bamboo. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
308,B04,4,S31,31,R2C3,8,g30_pet_shonen_048,g30_pet_shonen_048.png,Pebblespark,The Titan Abyss Shadow Familiar,pet,Pet,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,shinobi,Shinobi,A scrappy pet design that overtly sells Kaiju x Cosmic Horror.,"moonlit rooftops, smoke bombs, hidden blades, bamboo",cosmic_horror+kaiju | cosmic_horror+shinobi | kaiju+shinobi,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Driven mascot creature design blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: moonlit rooftops, smoke bombs, hidden blades, bamboo. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
309,B04,4,S31,31,R2C4,9,g30_pet_shonen_049,g30_pet_shonen_049.png,Pipspark,The Beast Underworld Blood Familiar,pet,Pet,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,vampire,Vampire,A heroic pet design that overtly sells Monster Taming x Crime.,"crimson moonlight, gothic windows, candelabras, coffin motifs",crime+monster_taming | crime+vampire | monster_taming+vampire,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Fearless tiny guardian design blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
310,B04,4,S31,31,R2C5,10,g30_pet_shonen_050,g30_pet_shonen_050.png,Puckspark,The Titan Abyss Blood Familiar,pet,Pet,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,vampire,Vampire,A hot-blooded pet design that overtly sells Kaiju x Cosmic Horror.,"crimson moonlight, gothic windows, candelabras, coffin motifs",cosmic_horror+kaiju | cosmic_horror+vampire | kaiju+vampire,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Scrappy mini beast design blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: crimson moonlight, gothic windows, candelabras, coffin motifs. Color accent idea: indigo and brass. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
311,B04,4,S32,32,R1C1,1,g30_pet_shonen_051,g30_pet_shonen_051.png,Riffspark,The Beast Underworld Ruin Familiar,pet,Pet,shonen,Shonen,monster_taming,Monster Taming,crime,Crime,grimdark,Grimdark,A resolute pet design that overtly sells Monster Taming x Crime.,"war-torn ruins, infernal haze, chains, blackened armor",crime+grimdark | crime+monster_taming | grimdark+monster_taming,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Heroic non-human companion design blending partner-creature gear, capture tools, talismans, companion-bond energy with detective, gangster, police or heist aesthetics with urban grit. Subtle background hint only: war-torn ruins, infernal haze, chains, blackened armor. Color accent idea: sand and turquoise. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
312,B04,4,S32,32,R1C2,2,g30_pet_shonen_052,g30_pet_shonen_052.png,Runespark,The Titan Abyss Ruin Familiar,pet,Pet,shonen,Shonen,kaiju,Kaiju,cosmic_horror,Cosmic Horror,grimdark,Grimdark,A kinetic pet design that overtly sells Kaiju x Cosmic Horror.,"war-torn ruins, infernal haze, chains, blackened armor",cosmic_horror+grimdark | cosmic_horror+kaiju | grimdark+kaiju,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Hot-blooded familiar design blending defence-force, monster-hunter or scaled-beast spectacle language with occult, forbidden-text, cult or abyssal dread visuals. Subtle background hint only: war-torn ruins, infernal haze, chains, blackened armor. Color accent idea: violet and silver. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
313,B04,4,S32,32,R1C3,3,g30_pet_shonen_053,g30_pet_shonen_053.png,Sablespark,The Gear Portal Beast Familiar,pet,Pet,shonen,Shonen,mecha,Mecha,isekai,Isekai,monster_taming,Monster Taming,A battle-ready pet design that overtly sells Mecha x Isekai.,"creature dens, hatcheries, capture tags, feeding bowls",isekai+monster_taming | mecha+monster_taming,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Resolute mascot creature design blending Mecha-driven styling with Isekai-driven styling. Subtle background hint only: creature dens, hatcheries, capture tags, feeding bowls. Color accent idea: scarlet and gold. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
314,B04,4,S32,32,R1C4,4,g30_pet_shonen_054,g30_pet_shonen_054.png,Skiffspark,The Hearth Terror Dune Familiar,pet,Pet,shonen,Shonen,slice,Slice of Life,horror,Horror,arabia,Arabia,A driven pet design that overtly sells Slice of Life x Horror.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+horror | arabia+slice,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Kinetic tiny guardian design blending Slice of Life-driven styling with Horror-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: navy and amber. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
315,B04,4,S32,32,R1C5,5,g30_pet_shonen_055,g30_pet_shonen_055.png,Sootspark,The Heart Arena Dune Familiar,pet,Pet,shonen,Shonen,romance,Romance,sports,Sports,arabia,Arabia,A fearless pet design that overtly sells Romance x Sports.,"dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents",arabia+romance | arabia+sports,"A marketable mascot, partner creature or compact companion design with strong silhouette readability. Battle-ready mini beast design blending Romance-driven styling with Sports-driven styling. Subtle background hint only: dune horizons, palace arches, mosaic tiles, brass lamps, caravan tents. Color accent idea: obsidian and red. Keep pose dynamic, anatomy clean, no extra limbs, and make the hidden genre read only as a subtle environment cue."
